"","Title","Developer","Publisher","Region","Release","Date","Month","Year","System","Generation"
"1761","Smart Ball / Jerry Boy (JP)","Game Freak / System Sacom","Sony Imagesoft","Japan","September 13, 1991",1991-09-13,9,1991,"SNES","4th"
"1762","Smart Ball / Jerry Boy (JP)","Game Freak / System Sacom","Sony Imagesoft","North_America","March 1, 1992",1992-03-01,3,1992,"SNES","4th"
"1763","Smash Tennis / Super Family Tennis (JP)","Namco","Namco (JP) / Virgin Interactive (EU)","Japan","June 25, 1993",1993-06-25,6,1993,"SNES","4th"
"1764","Smash Tennis / Super Family Tennis (JP)","Namco","Namco (JP) / Virgin Interactive (EU)","PAL","1994",NA,NA,1994,"SNES","4th"
"1765","Snoopy Concert","Pax Softonica","Mitsui Fudosan","Japan","May 19, 1995",1995-05-19,5,1995,"SNES","4th"
"1766","Snow White: Happily Ever After","Imagitec Design","American Softworks","North_America","October 1994",NA,10,1994,"SNES","4th"
"1767","Soccer Kid / The Adventures of Kid Kleets (NA)","Krisalis Software","Ocean Software","Japan","December 28, 1993",1993-12-28,12,1993,"SNES","4th"
"1768","Soccer Kid / The Adventures of Kid Kleets (NA)","Krisalis Software","Ocean Software","North_America","August 1994",NA,8,1994,"SNES","4th"
"1769","Soccer Kid / The Adventures of Kid Kleets (NA)","Krisalis Software","Ocean Software","PAL","June 1994",NA,6,1994,"SNES","4th"
"1770","Soldiers of Fortune / The Chaos Engine (EU)","Bitmap Brothers","Spectrum HoloByte","North_America","December 1993",NA,12,1993,"SNES","4th"
"1771","Soldiers of Fortune / The Chaos Engine (EU)","Bitmap Brothers","Spectrum HoloByte","PAL","July 1994",NA,7,1994,"SNES","4th"
"1772","Solid Runner","Sting Entertainment","ASCII Entertainment","Japan","March 28, 1997",1997-03-28,3,1997,"SNES","4th"
"1773","Song Master","Japan Art Media","Yanoman","Japan","November 27, 1992",1992-11-27,11,1992,"SNES","4th"
"1774","Sonic Blast Man","I.T.L / Zuntata","Taito","Japan","September 25, 1992",1992-09-25,9,1992,"SNES","4th"
"1775","Sonic Blast Man","I.T.L / Zuntata","Taito","North_America","February 1993",NA,2,1993,"SNES","4th"
"1776","Sonic Blast Man II","Taito / I.T.L","Taito","Japan","March 18, 1994",1994-03-18,3,1994,"SNES","4th"
"1777","Sonic Blast Man II","Taito / I.T.L","Taito","North_America","November 1994",NA,11,1994,"SNES","4th"
"1778","Soreyuke Ebisumaru Karakuri Meiro: Kieta Goemon no Nazo!!","Konami Computer Entertainment Osaka","Konami","Japan","March 29, 1996",1996-03-29,3,1996,"SNES","4th"
"1779","SOS / Septentrion (JP)","Human Entertainment","Vic Tokai","Japan","May 28, 1993",1993-05-28,5,1993,"SNES","4th"
"1780","SOS / Septentrion (JP)","Human Entertainment","Vic Tokai","North_America","April 1994",NA,4,1994,"SNES","4th"
"1781","Sotsugyou Bangai Hen: Nee Mahjong Shiyo!",NA,"KSS","Japan","October 28, 1994",1994-10-28,10,1994,"SNES","4th"
"1782","Sougou Kakutougi Rings: Astral Bout 3","A-Wave","King Records","Japan","October 20, 1995",1995-10-20,10,1995,"SNES","4th"
"1783","Sougou Kakutougi: Astral Bout","A-Wave","King Records","Japan","June 26, 1992",1992-06-26,6,1992,"SNES","4th"
"1784","Sougou Kakutougi: Astral Bout 2: The Total Fighters","A-Wave","King Records","Japan","February 25, 1994",1994-02-25,2,1994,"SNES","4th"
"1785","Soukou Kihei Votoms: The Battling Road","Genki","Takara","Japan","October 29, 1993",1993-10-29,10,1993,"SNES","4th"
"1786","Soul & Sword","Pandora Box","Zamuse","Japan","November 30, 1993",1993-11-30,11,1993,"SNES","4th"
"1787","Soul Blazer / Soul Blader (JP)","Quintet","Enix","Japan","January 31, 1992",1992-01-31,1,1992,"SNES","4th"
"1788","Soul Blazer / Soul Blader (JP)","Quintet","Enix","North_America","August 1992",NA,8,1992,"SNES","4th"
"1789","Soul Blazer / Soul Blader (JP)","Quintet","Enix","PAL","January 27, 1994",1994-01-27,1,1994,"SNES","4th"
"1790","Sound Novel Tsukuuru","Success","ASCII","Japan","May 31, 1996",1996-05-31,5,1996,"SNES","4th"
"1791","Space Ace","Entertainment International","Absolute Entertainment","Japan","March 25, 1994",1994-03-25,3,1994,"SNES","4th"
"1792","Space Ace","Entertainment International","Absolute Entertainment","North_America","May 1994",NA,5,1994,"SNES","4th"
"1793","Space Ace","Entertainment International","Absolute Entertainment","PAL","1994",NA,NA,1994,"SNES","4th"
"1794","Space Football: One on One / Super Linearball (JP)","Bits Studios","Triffix","Japan","November 6, 1992",1992-11-06,11,1992,"SNES","4th"
"1795","Space Football: One on One / Super Linearball (JP)","Bits Studios","Triffix","North_America","June 1, 1992",1992-06-01,6,1992,"SNES","4th"
"1796","Space Invaders / Space Invaders: The Original Game (JP)","Taito","Taito (JP) / Nintendo (NA/EU)","Japan","March 25, 1994",1994-03-25,3,1994,"SNES","4th"
"1797","Space Invaders / Space Invaders: The Original Game (JP)","Taito","Taito (JP) / Nintendo (NA/EU)","North_America","November 1, 1997",1997-11-01,11,1997,"SNES","4th"
"1798","Space Invaders / Space Invaders: The Original Game (JP)","Taito","Taito (JP) / Nintendo (NA/EU)","PAL","1997",NA,NA,1997,"SNES","4th"
"1799","Space Megaforce / Super AlesteEU, JP","Compile","Toho","Japan","April 28, 1992",1992-04-28,4,1992,"SNES","4th"
"1800","Space Megaforce / Super AlesteEU, JP","Compile","Toho","North_America","October 30, 1992",1992-10-30,10,1992,"SNES","4th"
"1801","Space Megaforce / Super AlesteEU, JP","Compile","Toho","PAL","1992",NA,NA,1992,"SNES","4th"
"1802","Spanky's Quest / Hansei Zaru: Jirou-kun no Daibouken (JP)","Natsume","Natsume","Japan","December 27, 1991",1991-12-27,12,1991,"SNES","4th"
"1803","Spanky's Quest / Hansei Zaru: Jirou-kun no Daibouken (JP)","Natsume","Natsume","North_America","July 1, 1992",1992-07-01,7,1992,"SNES","4th"
"1804","Spanky's Quest / Hansei Zaru: Jirou-kun no Daibouken (JP)","Natsume","Natsume","PAL","1992",NA,NA,1992,"SNES","4th"
"1805","Spark World",NA,"Den'Z","Japan","May 26, 1995",1995-05-26,5,1995,"SNES","4th"
"1806","Sparkster","Konami","Konami","Japan","September 15, 1994",1994-09-15,9,1994,"SNES","4th"
"1807","Sparkster","Konami","Konami","North_America","October 1, 1994",1994-10-01,10,1994,"SNES","4th"
"1808","Sparkster","Konami","Konami","PAL","1994",NA,NA,1994,"SNES","4th"
"1809","Spectre","Synergistic Software","Cybersoft","North_America","May 1994",NA,5,1994,"SNES","4th"
"1810","Spectre","Synergistic Software","Cybersoft","PAL","July 1994",NA,7,1994,"SNES","4th"
"1811","Speed Racer in My Most Dangerous Adventures","Radical Entertainment","Accolade","North_America","November 1994",NA,11,1994,"SNES","4th"
"1812","Speedy Gonzales: Los Gatos Bandidos","Sunsoft","Acclaim Entertainment / Sunsoft","North_America","August 1995",NA,8,1995,"SNES","4th"
"1813","Spider-Man","Western Technologies","LJN","North_America","February 1995",NA,2,1995,"SNES","4th"
"1814","Spider-Man","Western Technologies","LJN","PAL","March 1995",NA,3,1995,"SNES","4th"
"1815","Spider-Man and the X-Men in Arcade's Revenge","Software Creations","LJN","North_America","November 1, 1992",1992-11-01,11,1992,"SNES","4th"
"1816","Spider-Man and the X-Men in Arcade's Revenge","Software Creations","LJN","PAL","August 19, 1993",1993-08-19,8,1993,"SNES","4th"
"1817","Spider-Man and Venom: Maximum Carnage","Software Creations","LJN","North_America","September 16, 1994",1994-09-16,9,1994,"SNES","4th"
"1818","Spider-Man and Venom: Maximum Carnage","Software Creations","LJN","PAL","November 24, 1994",1994-11-24,11,1994,"SNES","4th"
"1819","Spindizzy Worlds","ASCII Entertainment","ASCII Entertainment","Japan","August 7, 1992",1992-08-07,8,1992,"SNES","4th"
"1820","Spindizzy Worlds","ASCII Entertainment","ASCII Entertainment","North_America","March 1993",NA,3,1993,"SNES","4th"
"1821","Spindizzy Worlds","ASCII Entertainment","ASCII Entertainment","PAL","1992",NA,NA,1992,"SNES","4th"
"1822","Spirou","Infogrames","Infogrames","PAL","September 29, 1995",1995-09-29,9,1995,"SNES","4th"
"1823","Sports Illustrated: Championship Football & Baseball / All-American Championship Football (EU)","Malibu Games","Malibu Games","North_America","February 1994",NA,2,1994,"SNES","4th"
"1824","Sports Illustrated: Championship Football & Baseball / All-American Championship Football (EU)","Malibu Games","Malibu Games","PAL","1994",NA,NA,1994,"SNES","4th"
"1825","Spriggan Powered","Micronics","Naxat Soft","Japan","July 26, 1996",1996-07-26,7,1996,"SNES","4th"
"1826","Sprinter Monogatari: Mezase!! Ikkaku Senkin","Video and Audio Project","Video and Audio Project","Japan","April 17, 1995",1995-04-17,4,1995,"SNES","4th"
"1827","St. Andrews: Eikou to Rekishi no Old Course",NA,"Epoch Co.","Japan","September 15, 1995",1995-09-15,9,1995,"SNES","4th"
"1828","Star Fox / Starwing (EU)","Nintendo/Argonaut Games","Nintendo","Japan","February 21, 1993",1993-02-21,2,1993,"SNES","4th"
"1829","Star Fox / Starwing (EU)","Nintendo/Argonaut Games","Nintendo","North_America","March 23, 1993",1993-03-23,3,1993,"SNES","4th"
"1830","Star Fox / Starwing (EU)","Nintendo/Argonaut Games","Nintendo","PAL","June 3, 1993",1993-06-03,6,1993,"SNES","4th"
"1831","Star Ocean","tri-Ace","Enix","Japan","July 19, 1996",1996-07-19,7,1996,"SNES","4th"
"1832","Star Trek: Deep Space Nine – Crossroads of Time","Novotrade","Playmates Interactive","North_America","September 1995",NA,9,1995,"SNES","4th"
"1833","Star Trek: Deep Space Nine – Crossroads of Time","Novotrade","Playmates Interactive","PAL","1995",NA,NA,1995,"SNES","4th"
"1834","Star Trek: Starfleet Academy - Starship Bridge Simulator","Paramount Interactive","Interplay Entertainment","North_America","December 1994",NA,12,1994,"SNES","4th"
"1835","Star Trek: Starfleet Academy - Starship Bridge Simulator","Paramount Interactive","Interplay Entertainment","PAL","1994",NA,NA,1994,"SNES","4th"
"1836","Star Trek: The Next Generation – Future's Past / Shin Star Trek: The Next Generation (JP)","Spectrum HoloByte","Spectrum HoloByte","Japan","November 17, 1994",1994-11-17,11,1994,"SNES","4th"
"1837","Star Trek: The Next Generation – Future's Past / Shin Star Trek: The Next Generation (JP)","Spectrum HoloByte","Spectrum HoloByte","North_America","March 1994",NA,3,1994,"SNES","4th"
"1838","Stardust Suplex",NA,"Varie","Japan","January 20, 1995",1995-01-20,1,1995,"SNES","4th"
"1839","Stargate","Probe Entertainment","Acclaim Entertainment","Japan","May 26, 1995",1995-05-26,5,1995,"SNES","4th"
"1840","Stargate","Probe Entertainment","Acclaim Entertainment","North_America","April 1995",NA,4,1995,"SNES","4th"
"1841","Stargate","Probe Entertainment","Acclaim Entertainment","PAL","June 29, 1995",1995-06-29,6,1995,"SNES","4th"
"1842","Stealth","Axes Art Amuse","Hect","Japan","December 18, 1992",1992-12-18,12,1992,"SNES","4th"
"1843","Steel Talons","Panoramic","Left Field Entertainment","North_America","November 1993",NA,11,1993,"SNES","4th"
"1844","Sterling Sharpe: End 2 End","Tose","Jaleco","North_America","March 1995",NA,3,1995,"SNES","4th"
"1845","Stone Protectors","Eurocom","Kemco","Japan","April 28, 1995",1995-04-28,4,1995,"SNES","4th"
"1846","Stone Protectors","Eurocom","Kemco","North_America","November 1994",NA,11,1994,"SNES","4th"
"1847","Street Combat / Ranma ½: Chounai Gekitouhen (JP)","Opus Corporation","Irem","Japan","March 27, 1992",1992-03-27,3,1992,"SNES","4th"
"1848","Street Combat / Ranma ½: Chounai Gekitouhen (JP)","Opus Corporation","Irem","North_America","April 1993",NA,4,1993,"SNES","4th"
"1849","Street Fighter Alpha 2 / Street Fighter Zero 2JP","Capcom","Capcom (JP/NA) / Nintendo (EU)","Japan","December 20, 1996",1996-12-20,12,1996,"SNES","4th"
"1850","Street Fighter Alpha 2 / Street Fighter Zero 2JP","Capcom","Capcom (JP/NA) / Nintendo (EU)","North_America","November 1, 1996",1996-11-01,11,1996,"SNES","4th"
"1851","Street Fighter Alpha 2 / Street Fighter Zero 2JP","Capcom","Capcom (JP/NA) / Nintendo (EU)","PAL","December 19, 1996",1996-12-19,12,1996,"SNES","4th"
"1852","Street Fighter II Turbo: Hyper Fighting","Capcom","Capcom","Japan","July 11, 1993",1993-07-11,7,1993,"SNES","4th"
"1853","Street Fighter II Turbo: Hyper Fighting","Capcom","Capcom","North_America","August 13, 1993",1993-08-13,8,1993,"SNES","4th"
"1854","Street Fighter II Turbo: Hyper Fighting","Capcom","Capcom","PAL","August 1993",NA,8,1993,"SNES","4th"
"1855","Street Fighter II: The World Warrior","Capcom","Capcom","Japan","June 10, 1992",1992-06-10,6,1992,"SNES","4th"
"1856","Street Fighter II: The World Warrior","Capcom","Capcom","North_America","July 15, 1992",1992-07-15,7,1992,"SNES","4th"
"1857","Street Fighter II: The World Warrior","Capcom","Capcom","PAL","December 17, 1992",1992-12-17,12,1992,"SNES","4th"
"1858","Street Hockey '95","GTE Interactive Media","GTE Interactive Media","North_America","November 1994",NA,11,1994,"SNES","4th"
"1859","Street Racer","Vivid Image","Ubisoft","Japan","December 2, 1994",1994-12-02,12,1994,"SNES","4th"
"1860","Street Racer","Vivid Image","Ubisoft","North_America","December 1994",NA,12,1994,"SNES","4th"
"1861","Street Racer","Vivid Image","Ubisoft","PAL","December 8, 1994",1994-12-08,12,1994,"SNES","4th"
"1862","Strike Gunner S.T.G. / Super Strike Gunner (EU)","Athena","NTVIC","Japan","March 27, 1992",1992-03-27,3,1992,"SNES","4th"
"1863","Strike Gunner S.T.G. / Super Strike Gunner (EU)","Athena","NTVIC","North_America","October 15, 1992",1992-10-15,10,1992,"SNES","4th"
"1864","Strike Gunner S.T.G. / Super Strike Gunner (EU)","Athena","NTVIC","PAL","November 1992",NA,11,1992,"SNES","4th"
"1865","Stunt Race FX / Wild Trax (JP)","Nintendo/Argonaut Games","Nintendo","Japan","June 4, 1994",1994-06-04,6,1994,"SNES","4th"
"1866","Stunt Race FX / Wild Trax (JP)","Nintendo/Argonaut Games","Nintendo","North_America","October 10, 1994",1994-10-10,10,1994,"SNES","4th"
"1867","Stunt Race FX / Wild Trax (JP)","Nintendo/Argonaut Games","Nintendo","PAL","October 27, 1994",1994-10-27,10,1994,"SNES","4th"
"1868","Sugoi Hebereke","OLMSunsoft","Sunsoft","Japan","March 11, 1994",1994-03-11,3,1994,"SNES","4th"
"1869","Sugoro Quest ++ Dicenics",NA,"Technos Japan","Japan","December 9, 1994",1994-12-09,12,1994,"SNES","4th"
"1870","Sugoroku Ginga Senki","Bottom Up","Bottom Up","Japan","December 19, 1996",1996-12-19,12,1996,"SNES","4th"
"1871","Sun Sport Fishing: Keiryuu-Ou","Lenar","Imagineer","Japan","December 22, 1994",1994-12-22,12,1994,"SNES","4th"
"1872","Sunset Riders","Konami","Konami (NA) / Palcom Software (EU)","North_America","October 1993",NA,10,1993,"SNES","4th"
"1873","Sunset Riders","Konami","Konami (NA) / Palcom Software (EU)","PAL","October 1993",NA,10,1993,"SNES","4th"
"1874","Supapoon","Now Production","Yutaka","Japan","October 6, 1995",1995-10-06,10,1995,"SNES","4th"
"1875","Supapoon DX","Now Production","Yutaka","Japan","May 31, 1996",1996-05-31,5,1996,"SNES","4th"
"1876","Super Adventure Island / Takahashi Meijin no Daibouken Jima (JP)","Produce!","Hudson Soft","Japan","January 11, 1992",1992-01-11,1,1992,"SNES","4th"
"1877","Super Adventure Island / Takahashi Meijin no Daibouken Jima (JP)","Produce!","Hudson Soft","North_America","April 1, 1992",1992-04-01,4,1992,"SNES","4th"
"1878","Super Adventure Island / Takahashi Meijin no Daibouken Jima (JP)","Produce!","Hudson Soft","PAL","November 19, 1992",1992-11-19,11,1992,"SNES","4th"
"1879","Super Adventure Island II / Takahashi Meijin no Daibouken Jima II JP","Make Software","Hudson Soft","Japan","January 3, 1995",1995-01-03,1,1995,"SNES","4th"
"1880","Super Adventure Island II / Takahashi Meijin no Daibouken Jima II JP","Make Software","Hudson Soft","North_America","May 10, 1995",1995-05-10,5,1995,"SNES","4th"
"1881","Super Adventure Island II / Takahashi Meijin no Daibouken Jima II JP","Make Software","Hudson Soft","PAL","March 1995",NA,3,1995,"SNES","4th"
"1882","Super Air Diver 2","Copya Systems","Asmik Ace Entertainment","Japan","March 3, 1995",1995-03-03,3,1995,"SNES","4th"
"1883","Super Alfred Chicken / Alfred Chicken (EU)","Twilight Games","Mindscape","North_America","February 1, 1994",1994-02-01,2,1994,"SNES","4th"
"1884","Super Alfred Chicken / Alfred Chicken (EU)","Twilight Games","Mindscape","PAL","1994",NA,NA,1994,"SNES","4th"
"1885","Super Back to the Future II","Invictus[citation needed]","Toshiba EMI","Japan","July 23, 1993",1993-07-23,7,1993,"SNES","4th"
"1886","Super Baken Ou '95",NA,"Techiku","Japan","March 24, 1995",1995-03-24,3,1995,"SNES","4th"
"1887","Super Baseball 2020","Monolith Corporation","Tradewest","Japan","March 12, 1993",1993-03-12,3,1993,"SNES","4th"
"1888","Super Baseball 2020","Monolith Corporation","Tradewest","North_America","July 13, 1993",1993-07-13,7,1993,"SNES","4th"
"1889","Super Baseball Simulator 1.000 / Super Ultra Baseball (JP)","Culture Brain","Culture Brain","Japan","July 12, 1991",1991-07-12,7,1991,"SNES","4th"
"1890","Super Baseball Simulator 1.000 / Super Ultra Baseball (JP)","Culture Brain","Culture Brain","North_America","December 1, 1991",1991-12-01,12,1991,"SNES","4th"
"1891","Super Bases Loaded / Super Professional Baseball (JP)","Tose","Jaleco","Japan","May 17, 1991",1991-05-17,5,1991,"SNES","4th"
"1892","Super Bases Loaded / Super Professional Baseball (JP)","Tose","Jaleco","North_America","September 30, 1991",1991-09-30,9,1991,"SNES","4th"
"1893","Super Bases Loaded 2 / Super 3D Baseball (JP) / Korean Pro Baseball (KR)","Tose","Jaleco","Japan","August 7, 1992",1992-08-07,8,1992,"SNES","4th"
"1894","Super Bases Loaded 2 / Super 3D Baseball (JP) / Korean Pro Baseball (KR)","Tose","Jaleco","North_America","February 1994",NA,2,1994,"SNES","4th"
"1895","Super Bases Loaded 3: License to Steal / Super Moero!! Pro Yakyuu (JP)","Tose","Jaleco","Japan","December 23, 1994",1994-12-23,12,1994,"SNES","4th"
"1896","Super Bases Loaded 3: License to Steal / Super Moero!! Pro Yakyuu (JP)","Tose","Jaleco","North_America","February 1995",NA,2,1995,"SNES","4th"
"1897","Super Batter Up / Super Famista (JP)","Namco","Namco","Japan","March 27, 1992",1992-03-27,3,1992,"SNES","4th"
"1898","Super Batter Up / Super Famista (JP)","Namco","Namco","North_America","October 1, 1992",1992-10-01,10,1992,"SNES","4th"
"1899","Super Battleship","World Builders Synergistic","Mindscape","North_America","November 1993",NA,11,1993,"SNES","4th"
"1900","Super Battleship","World Builders Synergistic","Mindscape","PAL","1994",NA,NA,1994,"SNES","4th"
"1901","Super Battletank 2","Absolute Entertainment","Absolute Entertainment","Japan","March 27, 1994",1994-03-27,3,1994,"SNES","4th"
"1902","Super Battletank 2","Absolute Entertainment","Absolute Entertainment","North_America","January 11, 1994",1994-01-11,1,1994,"SNES","4th"
"1903","Super Battletank 2","Absolute Entertainment","Absolute Entertainment","PAL","August 8, 1994",1994-08-08,8,1994,"SNES","4th"
"1904","Super Bikkuriman","Tom Create","BEC","Japan","January 29, 1993",1993-01-29,1,1993,"SNES","4th"
"1905","Super Birdie Rush","Data East","Data East","Japan","March 6, 1992",1992-03-06,3,1992,"SNES","4th"
"1906","Super Black Bass","Starfish","Hot-B","Japan","December 4, 1992",1992-12-04,12,1992,"SNES","4th"
"1907","Super Black Bass","Starfish","Hot-B","North_America","May 1993",NA,5,1993,"SNES","4th"
"1908","Super Black Bass 3",NA,"Starfish","Japan","December 15, 1995",1995-12-15,12,1995,"SNES","4th"
"1909","Super Bomberman'","Produce","Hudson Soft","Japan","April 28, 1993",1993-04-28,4,1993,"SNES","4th"
"1910","Super Bomberman'","Produce","Hudson Soft","North_America","September 1993",NA,9,1993,"SNES","4th"
"1911","Super Bomberman'","Produce","Hudson Soft","PAL","November 20, 1993",1993-11-20,11,1993,"SNES","4th"
"1912","Super Bomberman 2","Produce","Hudson Soft","Japan","April 28, 1994",1994-04-28,4,1994,"SNES","4th"
"1913","Super Bomberman 2","Produce","Hudson Soft","North_America","September 1994",NA,9,1994,"SNES","4th"
"1914","Super Bomberman 2","Produce","Hudson Soft","PAL","February 23, 1995",1995-02-23,2,1995,"SNES","4th"
